MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL CONSUMPTION,COEMISSIONS,TRANSMISSION_A4,TRANSMISSION_A5,TRANSMISSION_AS4,TRANSMISSION_AS5,TRANSMISSION_M5,TRANSMISSION_M6,FUEL_E,FUEL_N,FUEL_X,FUEL_Z,scaled_fuel_consumption,scaled_engine_size,scaled_coemissions
LEXUS,LX 470,SUV,4.7,8,19.4,405,True,False,False,False,False,False,False,False,True,False,0.6775700934579438,0.5285714285714286,0.7698209718670077
MAZDA,PROTEGE,COMPACT,1.8,4,10.2,212,False,False,False,False,True,False,False,False,True,False,0.24766355140186913,0.1142857142857143,0.27621483375959077
SAAB,9-3 TURBO,MID-SIZE,2.0,4,12.9,255,False,False,False,False,True,False,False,False,True,False,0.3738317757009346,0.14285714285714285,0.38618925831202044
INFINITI,G20,COMPACT,2.0,4,11.6,235,True,False,False,False,False,False,False,False,True,False,0.3130841121495327,0.14285714285714285,0.3350383631713555
GMC,SAFARI PASSENGER,VAN - PASSENGER,4.3,6,17.7,368,True,False,False,False,False,False,False,False,True,False,0.5981308411214953,0.4714285714285714,0.6751918158567775
CHEVROLET,TRACKER CONVERTIBLE 4X4,SUV,1.6,4,10.5,228,False,False,False,False,True,False,False,False,True,False,0.2616822429906542,0.08571428571428573,0.3171355498721228
CHEVROLET,G15/G25 CHEVY VAN,VAN - CARGO,5.7,8,19.3,398,True,False,False,False,False,False,False,False,True,False,0.6728971962616823,0.6714285714285715,0.7519181585677749
JEEP,TJ 4X4,SUV,4.0,6,16.7,347,False,False,False,False,True,False,False,False,True,False,0.5514018691588785,0.42857142857142855,0.6214833759590793
CHEVROLET,CAMARO,SUBCOMPACT,3.8,6,13.7,262,False,False,False,False,True,False,False,False,True,False,0.411214953271028,0.39999999999999997,0.4040920716112532
OLDSMOBILE,INTRIGUE,MID-SIZE,3.5,6,14.7,283,True,False,False,False,False,False,False,False,True,False,0.45794392523364486,0.35714285714285715,0.4578005115089514
HONDA,PRELUDE,SUBCOMPACT,2.2,4,12.7,260,False,False,True,False,False,False,False,False,False,True,0.3644859813084112,0.17142857142857146,0.3989769820971867
FERRARI,456 MGTA,SUBCOMPACT,5.5,12,26.3,495,False,False,False,False,False,True,False,False,False,True,1.0,0.6428571428571429,1.0
PONTIAC,FIREBIRD/FORMULA,SUBCOMPACT,5.7,8,14.9,290,False,False,False,False,False,True,False,False,False,True,0.4672897196261683,0.6714285714285715,0.47570332480818417
CHEVROLET,NEW K1500 TAHOE 4X4,SUV,5.3,8,18.9,391,True,False,False,False,False,False,False,False,True,False,0.6542056074766355,0.6142857142857142,0.7340153452685422
VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,13.2,258,False,True,False,False,False,False,False,False,False,True,0.3878504672897196,0.1142857142857143,0.3938618925831202
AUDI,A6 QUATTRO,MID-SIZE,2.7,6,15.2,304,False,False,False,False,False,True,False,False,False,True,0.48130841121495327,0.24285714285714288,0.5115089514066496
CHEVROLET,ASTRO AWD CARGO,VAN - CARGO,4.3,6,17.0,350,True,False,False,False,False,False,False,False,True,False,0.5654205607476636,0.4714285714285714,0.629156010230179
CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK - STANDARD,4.3,6,18.7,386,False,False,False,False,True,False,False,False,True,False,0.6448598130841121,0.4714285714285714,0.7212276214833759
FORD,TAURUS,MID-SIZE,3.0,6,13.6,267,True,False,False,False,False,False,False,False,True,False,0.40654205607476634,0.2857142857142857,0.41687979539641945
MERCEDES-BENZ,SLK 230 KOMPRESSOR #,SUBCOMPACT,2.3,4,12.6,246,False,False,False,False,True,False,False,False,False,True,0.3598130841121495,0.1857142857142857,0.3631713554987212
CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN - PASSENGER,5.7,8,20.6,426,True,False,False,False,False,False,False,False,True,False,0.7336448598130842,0.6714285714285715,0.8235294117647058
